S.No,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Model Price,Date,State
1,Delhi,Azadpur,Apple,American,Large,1143,7143,4330,14 Feb 2025,NCT of Delhi
2,Delhi,Azadpur,Apple,American,Large,1143,7143,4330,15 Feb 2025,NCT of Delhi
3,Delhi,Azadpur,Apple,American,Large,1143,7143,4330,17 Feb 2025,NCT of Delhi
4,Delhi,Azadpur,Apple,American,Large,1143,7143,4330,18 Feb 2025,NCT of Delhi
5,Delhi,Azadpur,Apple,American,Large,1143,7143,4330,19 Feb 2025,NCT of Delhi
6,Delhi,Azadpur,Apple,American,Large,1143,7143,4330,20 Feb 2025,NCT of Delhi
7,Delhi,Azadpur,Apple,Royal Delicious,Large,6000,14000,10250,14 Feb 2025,NCT of Delhi
8,Delhi,Azadpur,Apple,Royal Delicious,Large,6000,14000,10250,15 Feb 2025,NCT of Delhi
9,Delhi,Azadpur,Apple,Royal Delicious,Large,6000,14000,10250,17 Feb 2025,NCT of Delhi
10,Delhi,Azadpur,Apple,Royal Delicious,Large,6000,14000,10250,18 Feb 2025,NCT of Delhi
11,Delhi,Azadpur,Apple,Royal Delicious,Large,6000,14000,10250,19 Feb 2025,NCT of Delhi
12,Delhi,Azadpur,Apple,Royal Delicious,Large,6000,14000,10250,20 Feb 2025,NCT of Delhi
1,Bangalore,"Binny Mill (F&V), Bangalore",Apple,Apple,Large,8000,14000,12000,17 Feb 2025,Karnataka
2,Bangalore,"Binny Mill (F&V), Bangalore",Apple,Apple,Large,10000,14000,12000,20 Feb 2025,Karnataka
3,Bangalore,"Binny Mill (F&V), Bangalore",Apple,Apple,Large,10000,15000,13000,14 Feb 2025,Karnataka
4,Bangalore,"Binny Mill (F&V), Bangalore",Apple,Apple,Large,10000,15000,13000,18 Feb 2025,Karnataka
5,Bangalore,"Binny Mill (F&V), Bangalore",Apple,Apple,Large,10000,16000,12000,15 Feb 2025,Karnataka
6,Bangalore,"Binny Mill (F&V), Bangalore",Apple,Apple,Large,10000,16000,14000,19 Feb 2025,Karnataka
1,Auraiya,Achalda,Apple,Delicious,Medium,7500,7700,7600,14 Feb 2025,Uttar Pradesh
2,Auraiya,Achalda,Apple,Delicious,Medium,7500,7700,7600,15 Feb 2025,Uttar Pradesh
3,Auraiya,Achalda,Apple,Delicious,Medium,7500,7700,7600,17 Feb 2025,Uttar Pradesh
4,Auraiya,Achalda,Apple,Delicious,Medium,7700,7900,7800,18 Feb 2025,Uttar Pradesh
5,Auraiya,Achalda,Apple,Delicious,Medium,7700,7900,7810,20 Feb 2025,Uttar Pradesh
6,Auraiya,Achalda,Apple,Delicious,Medium,7720,7850,7800,19 Feb 2025,Uttar Pradesh
7,Agra,Agra,Apple,Kasmir/Shimla - II,Medium,7800,8200,7950,17 Feb 2025,Uttar Pradesh
8,Agra,Agra,Apple,Kasmir/Shimla - II,Medium,7900,8500,8250,18 Feb 2025,Uttar Pradesh
9,Agra,Agra,Apple,Kasmir/Shimla - II,Medium,8000,8500,8260,19 Feb 2025,Uttar Pradesh
10,Agra,Agra,Apple,Kasmir/Shimla - II,Medium,8100,8550,8300,20 Feb 2025,Uttar Pradesh
11,Agra,Agra,Apple,Kasmir/Shimla - II,Medium,8200,8550,8340,15 Feb 2025,Uttar Pradesh
12,Agra,Agra,Apple,Kasmir/Shimla - II,Medium,8200,8600,8350,14 Feb 2025,Uttar Pradesh
13,Ambedkarnagar,Akbarpur,Apple,Delicious,Medium,7200,7450,7410,15 Feb 2025,Uttar Pradesh
14,Ambedkarnagar,Akbarpur,Apple,Delicious,Medium,7300,7550,7450,19 Feb 2025,Uttar Pradesh
15,Ambedkarnagar,Akbarpur,Apple,Delicious,Medium,7400,7450,7420,18 Feb 2025,Uttar Pradesh
16,Ambedkarnagar,Akbarpur,Apple,Delicious,Medium,7400,7500,7420,17 Feb 2025,Uttar Pradesh
17,Ambedkarnagar,Akbarpur,Apple,Delicious,Medium,7500,7700,7600,20 Feb 2025,Uttar Pradesh
18,Aligarh,Aligarh,Apple,Delicious,Medium,8240,8400,8340,19 Feb 2025,Uttar Pradesh
19,Aligarh,Aligarh,Apple,Delicious,Medium,8250,8400,8350,20 Feb 2025,Uttar Pradesh
20,Aligarh,Aligarh,Apple,Delicious,Medium,8250,8450,8350,18 Feb 2025,Uttar Pradesh
21,Aligarh,Aligarh,Apple,Delicious,Medium,8250,8450,8360,14 Feb 2025,Uttar Pradesh
22,Aligarh,Aligarh,Apple,Delicious,Medium,8300,8400,8350,15 Feb 2025,Uttar Pradesh
23,Aligarh,Aligarh,Apple,Delicious,Medium,8300,8400,8360,17 Feb 2025,Uttar Pradesh
24,Aligarh,Aligarh,Apple,Delicious,Medium,8300,8450,8370,16 Feb 2025,Uttar Pradesh
25,Prayagraj,Allahabad,Apple,Kasmir/Shimla - II,Medium,8100,8200,8170,14 Feb 2025,Uttar Pradesh
26,Prayagraj,Allahabad,Apple,Kasmir/Shimla - II,Medium,8250,8350,8270,20 Feb 2025,Uttar Pradesh
27,Amroha,Amroha,Apple,Delicious,Medium,7800,7900,7840,14 Feb 2025,Uttar Pradesh
28,Maharajganj,Anandnagar,Apple,Delicious,Medium,7000,8000,7500,14 Feb 2025,Uttar Pradesh
29,Maharajganj,Anandnagar,Apple,Delicious,Medium,7000,8000,7500,15 Feb 2025,Uttar Pradesh
30,Maharajganj,Anandnagar,Apple,Delicious,Medium,7000,8000,7500,17 Feb 2025,Uttar Pradesh
31,Maharajganj,Anandnagar,Apple,Delicious,Medium,7000,8000,7500,18 Feb 2025,Uttar Pradesh
32,Maharajganj,Anandnagar,Apple,Delicious,Medium,7200,8000,7600,20 Feb 2025,Uttar Pradesh
33,Maharajganj,Anandnagar,Apple,Delicious,Medium,7500,8500,8000,21 Feb 2025,Uttar Pradesh
34,Banda,Atarra,Apple,Kasmir/Shimla - II,Medium,8040,8190,8115,18 Feb 2025,Uttar Pradesh
35,Banda,Atarra,Apple,Kasmir/Shimla - II,Medium,8040,8240,8140,17 Feb 2025,Uttar Pradesh
36,Banda,Atarra,Apple,Kasmir/Shimla - II,Medium,8050,8200,8125,15 Feb 2025,Uttar Pradesh
37,Banda,Atarra,Apple,Kasmir/Shimla - II,Medium,8050,8250,8150,19 Feb 2025,Uttar Pradesh
38,Banda,Atarra,Apple,Kasmir/Shimla - II,Medium,8050,8250,8150,20 Feb 2025,Uttar Pradesh
39,Auraiya,Auraiya,Apple,Delicious,Medium,7400,7800,7600,14 Feb 2025,Uttar Pradesh
40,Auraiya,Auraiya,Apple,Delicious,Medium,7600,8000,7800,15 Feb 2025,Uttar Pradesh
41,Auraiya,Auraiya,Apple,Delicious,Medium,7600,8000,7800,17 Feb 2025,Uttar Pradesh
42,Auraiya,Auraiya,Apple,Delicious,Medium,7600,8000,7800,18 Feb 2025,Uttar Pradesh
43,Auraiya,Auraiya,Apple,Delicious,Medium,7600,8000,7810,19 Feb 2025,Uttar Pradesh
44,Auraiya,Auraiya,Apple,Delicious,Medium,7700,8100,7950,20 Feb 2025,Uttar Pradesh
45,Azamgarh,Azamgarh,Apple,Delicious,Medium,8100,8260,8180,14 Feb 2025,Uttar Pradesh
46,Azamgarh,Azamgarh,Apple,Delicious,Medium,8175,8325,8250,15 Feb 2025,Uttar Pradesh
47,Azamgarh,Azamgarh,Apple,Delicious,Medium,8200,8350,8275,17 Feb 2025,Uttar Pradesh
48,Azamgarh,Azamgarh,Apple,Delicious,Medium,8225,8375,8300,18 Feb 2025,Uttar Pradesh
49,Azamgarh,Azamgarh,Apple,Delicious,Medium,8225,8375,8300,20 Feb 2025,Uttar Pradesh
50,Azamgarh,Azamgarh,Apple,Delicious,Medium,8300,8440,8370,19 Feb 2025,Uttar Pradesh
51,Badaun,Badayoun,Apple,Delicious,Medium,7700,8000,7795,14 Feb 2025,Uttar Pradesh
52,Badaun,Badayoun,Apple,Delicious,Medium,7700,8000,7795,15 Feb 2025,Uttar Pradesh
53,Badaun,Badayoun,Apple,Delicious,Medium,7720,8000,7790,16 Feb 2025,Uttar Pradesh
54,Badaun,Badayoun,Apple,Delicious,Medium,7720,8000,7790,17 Feb 2025,Uttar Pradesh
55,Badaun,Badayoun,Apple,Delicious,Medium,7800,8080,7880,18 Feb 2025,Uttar Pradesh
56,Badaun,Badayoun,Apple,Delicious,Medium,7820,8080,7895,19 Feb 2025,Uttar Pradesh
57,Badaun,Badayoun,Apple,Delicious,Medium,7850,8100,7910,20 Feb 2025,Uttar Pradesh
58,Badaun,Badayoun,Apple,Delicious,Medium,7850,8100,7910,21 Feb 2025,Uttar Pradesh
59,Bareilly,Bahedi,Apple,Apple,Medium,4145,4220,4185,20 Feb 2025,Uttar Pradesh
60,Bareilly,Bahedi,Apple,Apple,Medium,4150,4210,4175,19 Feb 2025,Uttar Pradesh
61,Bareilly,Bahedi,Apple,Apple,Medium,4200,4250,4220,17 Feb 2025,Uttar Pradesh
62,Bareilly,Bahedi,Apple,Apple,Medium,4215,4270,4240,16 Feb 2025,Uttar Pradesh
63,Bareilly,Bahedi,Apple,Apple,Medium,4230,4275,4250,14 Feb 2025,Uttar Pradesh
64,Bareilly,Bahedi,Apple,Other,Medium,4215,4260,4235,15 Feb 2025,Uttar Pradesh
65,Bahraich,Bahraich,Apple,Kasmir/Shimla - II,Medium,8100,8500,8350,17 Feb 2025,Uttar Pradesh
66,Bahraich,Bahraich,Apple,Kasmir/Shimla - II,Medium,8200,8500,8350,14 Feb 2025,Uttar Pradesh
67,Bahraich,Bahraich,Apple,Kasmir/Shimla - II,Medium,8200,8500,8360,15 Feb 2025,Uttar Pradesh
68,Bahraich,Bahraich,Apple,Kasmir/Shimla - II,Medium,8200,8500,8360,18 Feb 2025,Uttar Pradesh
69,Bahraich,Bahraich,Apple,Kasmir/Shimla - II,Medium,8200,8600,8400,19 Feb 2025,Uttar Pradesh
70,Bahraich,Bahraich,Apple,Kasmir/Shimla - II,Medium,8250,8450,8360,16 Feb 2025,Uttar Pradesh
71,Ballia,Ballia,Apple,Delicious,Medium,8100,8260,8175,15 Feb 2025,Uttar Pradesh
72,Ballia,Ballia,Apple,Delicious,Medium,8100,8260,8180,14 Feb 2025,Uttar Pradesh
73,Ballia,Ballia,Apple,Delicious,Medium,8200,8360,8280,18 Feb 2025,Uttar Pradesh
74,Ballia,Ballia,Apple,Delicious,Medium,8200,8360,8290,19 Feb 2025,Uttar Pradesh
75,Ballia,Ballia,Apple,Delicious,Medium,8230,8290,8260,17 Feb 2025,Uttar Pradesh
76,Ballia,Ballia,Apple,Delicious,Medium,8260,8430,8350,20 Feb 2025,Uttar Pradesh
77,Balrampur,Balrampur,Apple,Delicious,Medium,8300,8500,8400,14 Feb 2025,Uttar Pradesh
78,Balrampur,Balrampur,Apple,Delicious,Medium,8300,8500,8400,15 Feb 2025,Uttar Pradesh
79,Balrampur,Balrampur,Apple,Delicious,Medium,8300,8500,8400,18 Feb 2025,Uttar Pradesh
80,Balrampur,Balrampur,Apple,Delicious,Medium,8300,8500,8400,19 Feb 2025,Uttar Pradesh
81,Balrampur,Balrampur,Apple,Delicious,Medium,8300,8540,8425,20 Feb 2025,Uttar Pradesh
82,Balrampur,Balrampur,Apple,Delicious,Medium,8400,8600,8500,16 Feb 2025,Uttar Pradesh
83,Balrampur,Balrampur,Apple,Delicious,Medium,8400,8600,8500,17 Feb 2025,Uttar Pradesh
84,Banda,Banda,Apple,Kasmir/Shimla - II,Medium,8100,8250,8160,14 Feb 2025,Uttar Pradesh
85,Banda,Banda,Apple,Kasmir/Shimla - II,Medium,8130,8270,8200,15 Feb 2025,Uttar Pradesh
86,Banda,Banda,Apple,Kasmir/Shimla - II,Medium,8150,8270,8200,19 Feb 2025,Uttar Pradesh
87,Banda,Banda,Apple,Kasmir/Shimla - II,Medium,8150,8300,8225,16 Feb 2025,Uttar Pradesh
88,Banda,Banda,Apple,Kasmir/Shimla - II,Medium,8150,8350,8250,17 Feb 2025,Uttar Pradesh
89,Banda,Banda,Apple,Kasmir/Shimla - II,Medium,8225,8370,8300,20 Feb 2025,Uttar Pradesh
90,Unnao,Bangarmau,Apple,Kasmir/Shimla - II,Medium,7800,7900,7850,14 Feb 2025,Uttar Pradesh
91,Unnao,Bangarmau,Apple,Kasmir/Shimla - II,Medium,7810,7910,7860,15 Feb 2025,Uttar Pradesh
92,Unnao,Bangarmau,Apple,Kasmir/Shimla - II,Medium,7820,7920,7870,16 Feb 2025,Uttar Pradesh
93,Unnao,Bangarmau,Apple,Kasmir/Shimla - II,Medium,7830,7930,7880,17 Feb 2025,Uttar Pradesh
94,Unnao,Bangarmau,Apple,Kasmir/Shimla - II,Medium,7850,7950,7900,18 Feb 2025,Uttar Pradesh
95,Unnao,Bangarmau,Apple,Kasmir/Shimla - II,Medium,7850,7950,7900,19 Feb 2025,Uttar Pradesh
96,Barabanki,Barabanki,Apple,Delicious,Medium,8050,8150,8100,18 Feb 2025,Uttar Pradesh
97,Barabanki,Barabanki,Apple,Delicious,Medium,8050,8150,8100,20 Feb 2025,Uttar Pradesh
98,Barabanki,Barabanki,Apple,Delicious,Medium,8050,8150,8110,19 Feb 2025,Uttar Pradesh
99,Barabanki,Barabanki,Apple,Delicious,Medium,8100,8200,8140,15 Feb 2025,Uttar Pradesh
100,Barabanki,Barabanki,Apple,Delicious,Medium,8100,8200,8150,14 Feb 2025,Uttar Pradesh
101,Barabanki,Barabanki,Apple,Delicious,Medium,8100,8200,8150,17 Feb 2025,Uttar Pradesh
102,Baghpat,Baraut,Apple,Kasmir/Shimla - II,Medium,7850,8050,7950,14 Feb 2025,Uttar Pradesh
103,Baghpat,Baraut,Apple,Kasmir/Shimla - II,Medium,7850,8050,7950,15 Feb 2025,Uttar Pradesh
104,Baghpat,Baraut,Apple,Kasmir/Shimla - II,Medium,7850,8050,7950,16 Feb 2025,Uttar Pradesh
105,Baghpat,Baraut,Apple,Kasmir/Shimla - II,Medium,7850,8050,7950,17 Feb 2025,Uttar Pradesh
106,Baghpat,Baraut,Apple,Kasmir/Shimla - II,Medium,7850,8050,7960,18 Feb 2025,Uttar Pradesh
107,Baghpat,Baraut,Apple,Kasmir/Shimla - II,Medium,7850,8050,7960,19 Feb 2025,Uttar Pradesh
108,Baghpat,Baraut,Apple,Kasmir/Shimla - II,Medium,7850,8050,7960,20 Feb 2025,Uttar Pradesh
109,Bareilly,Bareilly,Apple,Apple,Medium,7000,7100,7050,14 Feb 2025,Uttar Pradesh
110,Bareilly,Bareilly,Apple,Apple,Medium,7950,8050,8000,15 Feb 2025,Uttar Pradesh
111,Bareilly,Bareilly,Apple,Apple,Medium,7950,8050,8020,17 Feb 2025,Uttar Pradesh
112,Bareilly,Bareilly,Apple,Apple,Medium,8000,8050,8025,16 Feb 2025,Uttar Pradesh
113,Bareilly,Bareilly,Apple,Apple,Medium,8000,8050,8025,18 Feb 2025,Uttar Pradesh
114,Bareilly,Bareilly,Apple,Apple,Medium,8000,8050,8025,20 Feb 2025,Uttar Pradesh
115,Bareilly,Bareilly,Apple,Apple,Medium,8000,8100,8040,19 Feb 2025,Uttar Pradesh
116,Basti,Basti,Apple,Delicious,Medium,8050,8250,8150,20 Feb 2025,Uttar Pradesh
117,Basti,Basti,Apple,Delicious,Medium,8100,8300,8200,15 Feb 2025,Uttar Pradesh
118,Basti,Basti,Apple,Delicious,Medium,8130,8330,8230,18 Feb 2025,Uttar Pradesh
119,Basti,Basti,Apple,Delicious,Medium,8150,8350,8250,16 Feb 2025,Uttar Pradesh
120,Basti,Basti,Apple,Delicious,Medium,8175,8375,8275,17 Feb 2025,Uttar Pradesh
121,Basti,Basti,Apple,Delicious,Medium,8200,8400,8300,19 Feb 2025,Uttar Pradesh
122,Etawah,Bharthna,Apple,Delicious,Medium,7330,7730,7530,14 Feb 2025,Uttar Pradesh
123,Etawah,Bharthna,Apple,Delicious,Medium,7330,7730,7530,15 Feb 2025,Uttar Pradesh
124,Etawah,Bharthna,Apple,Delicious,Medium,7330,7730,7530,19 Feb 2025,Uttar Pradesh
125,Etawah,Bharthna,Apple,Delicious,Medium,7350,7750,7550,17 Feb 2025,Uttar Pradesh
126,Etawah,Bharthna,Apple,Delicious,Medium,7360,7760,7560,18 Feb 2025,Uttar Pradesh
127,Etawah,Bharthna,Apple,Delicious,Medium,7420,7820,7620,20 Feb 2025,Uttar Pradesh
128,Hamirpur,Bharuasumerpur,Apple,Kasmir/Shimla - II,Medium,7950,8300,8200,16 Feb 2025,Uttar Pradesh
129,Hamirpur,Bharuasumerpur,Apple,Kasmir/Shimla - II,Medium,8000,8250,8200,14 Feb 2025,Uttar Pradesh
130,Hamirpur,Bharuasumerpur,Apple,Kasmir/Shimla - II,Medium,8050,8200,8155,19 Feb 2025,Uttar Pradesh
131,Hamirpur,Bharuasumerpur,Apple,Kasmir/Shimla - II,Medium,8100,8300,8225,17 Feb 2025,Uttar Pradesh
132,Hamirpur,Bharuasumerpur,Apple,Kasmir/Shimla - II,Medium,8100,8300,8250,18 Feb 2025,Uttar Pradesh
133,Kaushambi,Bharwari,Apple,Golden,Medium,8140,8340,8250,20 Feb 2025,Uttar Pradesh
134,Shravasti,Bhinga,Apple,Kasmir/Shimla - II,Medium,8140,8600,8350,17 Feb 2025,Uttar Pradesh
135,Shravasti,Bhinga,Apple,Kasmir/Shimla - II,Medium,8150,8550,8375,18 Feb 2025,Uttar Pradesh
136,Shravasti,Bhinga,Apple,Kasmir/Shimla - II,Medium,8200,8625,8400,15 Feb 2025,Uttar Pradesh
137,Shravasti,Bhinga,Apple,Kasmir/Shimla - II,Medium,8200,8650,8400,14 Feb 2025,Uttar Pradesh
138,Shravasti,Bhinga,Apple,Kasmir/Shimla - II,Medium,8200,8650,8400,19 Feb 2025,Uttar Pradesh
139,Shravasti,Bhinga,Apple,Kasmir/Shimla - II,Medium,8200,8650,8400,20 Feb 2025,Uttar Pradesh
140,Fatehpur,Bindki,Apple,Delicious,Medium,8150,8300,8260,19 Feb 2025,Uttar Pradesh
141,Fatehpur,Bindki,Apple,Delicious,Medium,8170,8320,8230,18 Feb 2025,Uttar Pradesh
142,Fatehpur,Bindki,Apple,Delicious,Medium,8200,8300,8250,17 Feb 2025,Uttar Pradesh
143,Fatehpur,Bindki,Apple,Delicious,Medium,8200,8300,8260,14 Feb 2025,Uttar Pradesh
144,Fatehpur,Bindki,Apple,Delicious,Medium,8200,8340,8270,16 Feb 2025,Uttar Pradesh
145,Fatehpur,Bindki,Apple,Delicious,Medium,8200,8350,8280,20 Feb 2025,Uttar Pradesh
146,Bulandshahar,Buland Shahr,Apple,Delicious,Medium,7800,8050,7950,15 Feb 2025,Uttar Pradesh
147,Bulandshahar,Buland Shahr,Apple,Delicious,Medium,7800,8050,7960,17 Feb 2025,Uttar Pradesh
148,Bulandshahar,Buland Shahr,Apple,Delicious,Medium,7800,8050,7960,18 Feb 2025,Uttar Pradesh
149,Bulandshahar,Buland Shahr,Apple,Delicious,Medium,7800,8050,7965,19 Feb 2025,Uttar Pradesh
150,Bulandshahar,Buland Shahr,Apple,Delicious,Medium,7800,8100,7900,14 Feb 2025,Uttar Pradesh
151,Sambhal,Chandausi,Apple,Apple,Medium,7850,7900,7880,15 Feb 2025,Uttar Pradesh
152,Sambhal,Chandausi,Apple,Apple,Medium,7850,7900,7885,14 Feb 2025,Uttar Pradesh
153,Sambhal,Chandausi,Apple,Apple,Medium,7850,7950,7900,18 Feb 2025,Uttar Pradesh
154,Sambhal,Chandausi,Apple,Apple,Medium,7850,7950,7900,19 Feb 2025,Uttar Pradesh
155,Sambhal,Chandausi,Apple,Apple,Medium,7900,8000,7950,20 Feb 2025,Uttar Pradesh
156,Chandauli,Chandoli,Apple,Delicious,Medium,8185,8285,8235,14 Feb 2025,Uttar Pradesh
157,Chandauli,Chandoli,Apple,Delicious,Medium,8200,8300,8250,15 Feb 2025,Uttar Pradesh
158,Chandauli,Chandoli,Apple,Delicious,Medium,8325,8425,8375,17 Feb 2025,Uttar Pradesh
159,Chandauli,Chandoli,Apple,Delicious,Medium,8325,8425,8375,19 Feb 2025,Uttar Pradesh
160,Chandauli,Chandoli,Apple,Delicious,Medium,8330,8430,8380,18 Feb 2025,Uttar Pradesh
161,Chandauli,Chandoli,Apple,Delicious,Medium,8330,8430,8380,20 Feb 2025,Uttar Pradesh
162,Kannuj,Chhibramau,Apple,Delicious,Medium,7550,7750,7650,14 Feb 2025,Uttar Pradesh
163,Kannuj,Chhibramau,Apple,Delicious,Medium,7600,7800,7700,15 Feb 2025,Uttar Pradesh
164,Kannuj,Chhibramau,Apple,Delicious,Medium,7600,7800,7700,19 Feb 2025,Uttar Pradesh
165,Kannuj,Chhibramau,Apple,Delicious,Medium,7650,7850,7750,16 Feb 2025,Uttar Pradesh
166,Kannuj,Chhibramau,Apple,Delicious,Medium,7650,7850,7750,17 Feb 2025,Uttar Pradesh
167,Kannuj,Chhibramau,Apple,Delicious,Medium,7700,7900,7800,18 Feb 2025,Uttar Pradesh
168,Kanpur,Choubepur,Apple,Apple,Medium,7600,7800,7700,14 Feb 2025,Uttar Pradesh
169,Kanpur,Choubepur,Apple,Apple,Medium,7700,7900,7800,15 Feb 2025,Uttar Pradesh
170,Kanpur,Choubepur,Apple,Apple,Medium,7750,7950,7850,17 Feb 2025,Uttar Pradesh
171,Kanpur,Choubepur,Apple,Apple,Medium,7800,7950,7850,18 Feb 2025,Uttar Pradesh
172,Kanpur,Choubepur,Apple,Apple,Medium,7800,7950,7850,19 Feb 2025,Uttar Pradesh
173,Kanpur,Choubepur,Apple,Apple,Medium,7800,8000,7900,20 Feb 2025,Uttar Pradesh
174,Gautam Budh Nagar,Dadri,Apple,Kasmir/Shimla - II,Medium,7800,8050,7950,14 Feb 2025,Uttar Pradesh
175,Gautam Budh Nagar,Dadri,Apple,Kasmir/Shimla - II,Medium,7800,8100,7980,16 Feb 2025,Uttar Pradesh
176,Gautam Budh Nagar,Dadri,Apple,Kasmir/Shimla - II,Medium,7800,8150,7950,15 Feb 2025,Uttar Pradesh
177,Gautam Budh Nagar,Dadri,Apple,Kasmir/Shimla - II,Medium,7800,8150,7950,17 Feb 2025,Uttar Pradesh
178,Gautam Budh Nagar,Dadri,Apple,Kasmir/Shimla - II,Medium,7800,8150,7950,18 Feb 2025,Uttar Pradesh
179,Gautam Budh Nagar,Dadri,Apple,Kasmir/Shimla - II,Medium,7800,8150,7950,19 Feb 2025,Uttar Pradesh
180,Gautam Budh Nagar,Dadri,Apple,Kasmir/Shimla - II,Medium,7850,8150,7980,20 Feb 2025,Uttar Pradesh
181,Gautam Budh Nagar,Dankaur,Apple,Delicious,Medium,7610,7855,7705,15 Feb 2025,Uttar Pradesh
182,Gautam Budh Nagar,Dankaur,Apple,Delicious,Medium,7640,7890,7740,14 Feb 2025,Uttar Pradesh
183,Gautam Budh Nagar,Dankaur,Apple,Delicious,Medium,7800,8100,7900,19 Feb 2025,Uttar Pradesh
184,Gautam Budh Nagar,Dankaur,Apple,Delicious,Medium,7810,8125,7900,16 Feb 2025,Uttar Pradesh
185,Gautam Budh Nagar,Dankaur,Apple,Delicious,Medium,7815,8125,7900,18 Feb 2025,Uttar Pradesh
186,Gautam Budh Nagar,Dankaur,Apple,Delicious,Medium,7815,8155,7955,17 Feb 2025,Uttar Pradesh
187,Deoria,Devariya,Apple,Delicious,Medium,8170,8185,8180,14 Feb 2025,Uttar Pradesh
188,Deoria,Devariya,Apple,Delicious,Medium,8230,8250,8240,15 Feb 2025,Uttar Pradesh
189,Deoria,Devariya,Apple,Delicious,Medium,8340,8355,8345,18 Feb 2025,Uttar Pradesh
190,Deoria,Devariya,Apple,Delicious,Medium,8340,8355,8350,19 Feb 2025,Uttar Pradesh
191,Amroha,Dhanaura,Apple,Delicious,Medium,3000,3400,3200,19 Feb 2025,Uttar Pradesh
192,Amroha,Dhanaura,Apple,Delicious,Medium,3000,3500,3200,14 Feb 2025,Uttar Pradesh
193,Amroha,Dhanaura,Apple,Delicious,Medium,3000,3500,3200,15 Feb 2025,Uttar Pradesh
194,Amroha,Dhanaura,Apple,Delicious,Medium,3000,3500,3200,16 Feb 2025,Uttar Pradesh
195,Etah,Etah,Apple,Kasmir/Shimla - II,Medium,8000,9000,8160,16 Feb 2025,Uttar Pradesh
196,Etah,Etah,Apple,Kasmir/Shimla - II,Medium,8000,9000,8180,17 Feb 2025,Uttar Pradesh
197,Etah,Etah,Apple,Kasmir/Shimla - II,Medium,8000,9000,8180,18 Feb 2025,Uttar Pradesh
198,Etah,Etah,Apple,Kasmir/Shimla - II,Medium,8000,9000,8200,14 Feb 2025,Uttar Pradesh
199,Etah,Etah,Apple,Kasmir/Shimla - II,Medium,8000,9000,8200,15 Feb 2025,Uttar Pradesh
200,Etah,Etah,Apple,Kasmir/Shimla - II,Medium,8000,9000,8200,19 Feb 2025,Uttar Pradesh
201,Etah,Etah,Apple,Kasmir/Shimla - II,Medium,8000,9000,8200,20 Feb 2025,Uttar Pradesh
202,Etawah,Etawah,Apple,Delicious,Medium,7100,7750,7500,17 Feb 2025,Uttar Pradesh
203,Etawah,Etawah,Apple,Delicious,Medium,7150,7700,7550,14 Feb 2025,Uttar Pradesh
204,Etawah,Etawah,Apple,Delicious,Medium,7150,7750,7550,18 Feb 2025,Uttar Pradesh
205,Etawah,Etawah,Apple,Delicious,Medium,7150,7750,7550,19 Feb 2025,Uttar Pradesh
206,Etawah,Etawah,Apple,Delicious,Medium,7200,7800,7500,15 Feb 2025,Uttar Pradesh
207,Etawah,Etawah,Apple,Delicious,Medium,7200,7850,7600,20 Feb 2025,Uttar Pradesh
208,Ayodhya,Faizabad,Apple,Kasmir/Shimla - II,Medium,7260,7485,7400,15 Feb 2025,Uttar Pradesh
209,Ayodhya,Faizabad,Apple,Kasmir/Shimla - II,Medium,7320,7500,7400,17 Feb 2025,Uttar Pradesh
210,Ayodhya,Faizabad,Apple,Kasmir/Shimla - II,Medium,7350,7500,7400,14 Feb 2025,Uttar Pradesh
211,Ayodhya,Faizabad,Apple,Kasmir/Shimla - II,Medium,7350,7500,7400,18 Feb 2025,Uttar Pradesh
212,Ayodhya,Faizabad,Apple,Kasmir/Shimla - II,Medium,7370,7500,7410,19 Feb 2025,Uttar Pradesh
213,Ayodhya,Faizabad,Apple,Kasmir/Shimla - II,Medium,7400,7525,7450,20 Feb 2025,Uttar Pradesh
214,Farukhabad,Farukhabad,Apple,Delicious,Medium,7750,7950,7850,15 Feb 2025,Uttar Pradesh
215,Farukhabad,Farukhabad,Apple,Delicious,Medium,7800,8000,7900,14 Feb 2025,Uttar Pradesh
216,Farukhabad,Farukhabad,Apple,Delicious,Medium,7800,8000,7900,18 Feb 2025,Uttar Pradesh
217,Farukhabad,Farukhabad,Apple,Delicious,Medium,7800,8050,7950,19 Feb 2025,Uttar Pradesh
218,Farukhabad,Farukhabad,Apple,Delicious,Medium,7900,8100,8000,17 Feb 2025,Uttar Pradesh
219,Farukhabad,Farukhabad,Apple,Delicious,Medium,8000,8300,8150,20 Feb 2025,Uttar Pradesh
220,Fatehpur,Fatehpur,Apple,Delicious,Medium,8000,8400,8200,14 Feb 2025,Uttar Pradesh
221,Fatehpur,Fatehpur,Apple,Delicious,Medium,8000,8400,8200,15 Feb 2025,Uttar Pradesh
222,Fatehpur,Fatehpur,Apple,Delicious,Medium,8000,8400,8215,17 Feb 2025,Uttar Pradesh
223,Fatehpur,Fatehpur,Apple,Delicious,Medium,8100,8300,8210,16 Feb 2025,Uttar Pradesh
224,Fatehpur,Fatehpur,Apple,Delicious,Medium,8100,8400,8250,18 Feb 2025,Uttar Pradesh
225,Fatehpur,Fatehpur,Apple,Delicious,Medium,8100,8400,8260,19 Feb 2025,Uttar Pradesh
